strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
22950PE,22950PE,SELL,50.4,26.91,-1800,20250203,953,41.4,20250203,1043,26.91,ST,26081.999999999996
23000PE,23000PE,SELL,50.8,27.169999999999998,-1800,20250203,1007,41.8,20250203,1303,27.169999999999998,ST,26334.0
23050PE,23050PE,SELL,50.0,26.65,-1800,20250203,1042,41.0,20250203,1510,28.85,INTRA,21869.999999999996
