strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
23050CE,23050CE,SELL,48.2,25.480000000000004,-1800,20250320,948,39.2,20250320,1003,48.2,SSL,-16200.0
23000PE,23000PE,SELL,50.1,26.715,-1800,20250320,1016,41.1,20250320,1030,26.715,ST,25893.000000000004
23050PE,23050PE,SELL,46.65,24.472499999999997,-1800,20250320,1030,37.65,20250320,1044,46.65,SSL,-16200.0
