strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
23500CE,23500CE,SELL,49.9,26.585,-1800,20250211,1017,40.9,20250211,1118,49.9,SSL,-16200.0
23550CE,23550CE,SELL,49.35,26.2275,-1800,20250211,957,40.35,20250211,1247,26.2275,ST,25420.500000000004
23600CE,23600CE,SELL,47.25,24.862499999999997,-1800,20250211,946,38.25,20250211,1017,24.862499999999997,ST,24097.500000000004
23050PE,23050PE,SELL,49.75,26.487499999999997,-1800,20250211,953,40.75,20250211,1256,49.75,SSL,-16200.0
