strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
22700CE,22700CE,SELL,50.6,27.04,-1800,20250317,1016,41.6,20250317,1139,50.6,SSL,-16200.0
22750CE,22750CE,SELL,50.55,27.0075,-1800,20250317,949,41.55,20250317,1034,27.0075,ST,26176.499999999993
22300PE,22300PE,SELL,50.2,26.78,-1800,20250317,1017,41.2,20250317,1036,50.2,SSL,-16200.0
22350PE,22350PE,SELL,50.95,27.267500000000002,-1800,20250317,946,41.95,20250317,1014,50.95,SSL,-16200.0
