strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
23200CE,23200CE,SELL,50.4,26.91,-1800,20250217,948,41.4,20250217,1021,50.4,SSL,-16200.0
23300CE,23300CE,SELL,46.85,24.6025,-1800,20250217,1038,37.85,20250217,1044,46.85,SSL,-16200.0
22400PE,22400PE,SELL,50.9,27.235,-1800,20250217,955,41.9,20250217,1036,27.235,ST,26397.0
22450PE,22450PE,SELL,45.5,23.725,-1800,20250217,1020,36.5,20250217,1342,23.725,ST,22994.999999999996
22500PE,22500PE,SELL,50.8,27.169999999999998,-1800,20250217,1029,41.8,20250217,1428,27.169999999999998,ST,26334.0
22550PE,22550PE,SELL,49.45,26.292500000000004,-1800,20250217,1044,40.45,20250217,1103,49.45,SSL,-16200.0
