strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
23150CE,23150CE,SELL,50.05,26.682499999999997,-1800,20250219,957,41.05,20250219,1015,64.1,ES,-41489.99999999999
23200CE,23200CE,SELL,50.45,26.942500000000003,-1800,20250219,1034,41.45,20250219,1055,26.942500000000003,ST,26113.5
22800PE,22800PE,SELL,49.75,26.487499999999997,-1800,20250219,952,40.75,20250219,1024,26.487499999999997,ST,25672.500000000004
22850PE,22850PE,SELL,48.5,25.674999999999997,-1800,20250219,1015,39.5,20250219,1052,48.5,SSL,-16200.0
