strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
22600CE,22600CE,SELL,50.0,26.65,-1800,20250311,952,41.0,20250311,1042,50.0,SSL,-16200.0
22200PE,22200PE,SELL,50.45,26.942500000000003,-1800,20250311,951,41.45,20250311,1345,26.942500000000003,ST,26113.5
