strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
23950CE,23950CE,SELL,49.4,26.259999999999998,-1800,20250207,1018,40.4,20250207,1057,49.4,SSL,-16200.0
24000CE,24000CE,SELL,50.9,27.235,-1800,20250207,1013,41.9,20250207,1027,27.235,ST,26397.0
24050CE,24050CE,SELL,47.55,25.057499999999997,-1800,20250207,945,38.55,20250207,1022,25.057499999999997,ST,24286.5
23100PE,23100PE,SELL,48.6,25.740000000000002,-1800,20250207,946,39.6,20250207,1056,25.740000000000002,ST,24948.0
23150PE,23150PE,SELL,42.0,21.45,-1800,20250207,1009,33.0,20250207,1018,42.0,SSL,-16200.0
23200PE,23200PE,SELL,48.05,25.3825,-1800,20250207,1009,39.05,20250207,1012,48.05,SSL,-16200.0
