strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
23050CE,23050CE,SELL,47.9,25.284999999999997,-1800,20250212,949,38.9,20250212,1018,47.9,SSL,-16200.0
22700PE,22700PE,SELL,49.1,26.065,-1800,20250212,1008,40.1,20250212,1038,26.065,ST,25263.0
22750PE,22750PE,SELL,49.6,26.39,-1800,20250212,951,40.6,20250212,958,49.6,SSL,-16200.0
