strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
23150CE,23150CE,SELL,49.15,26.0975,-1800,20250218,1021,40.15,20250218,1345,49.15,SSL,-16200.0
23200CE,23200CE,SELL,51.0,27.3,-1800,20250218,959,42.0,20250218,1111,27.3,ST,26460.0
23250CE,23250CE,SELL,49.25,26.1625,-1800,20250218,952,40.25,20250218,1021,26.1625,ST,25357.499999999996
22550PE,22550PE,SELL,50.9,27.235,-1800,20250218,1023,41.9,20250218,1145,27.235,ST,26397.0
22650PE,22650PE,SELL,50.85,27.2025,-1800,20250218,950,41.85,20250218,1014,50.85,SSL,-16200.0
