strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
22300CE,22300CE,SELL,46.75,24.5375,-1800,20250306,948,37.75,20250306,954,46.75,SSL,-16200.0
22350CE,22350CE,SELL,49.0,26.0,-1800,20250306,1008,40.0,20250306,1030,49.0,SSL,-16200.0
22200PE,22200PE,SELL,49.6,26.39,-1800,20250306,950,40.6,20250306,954,26.39,ST,25578.0
22250PE,22250PE,SELL,47.55,25.057499999999997,-1800,20250306,954,38.55,20250306,1005,25.057499999999997,ST,24286.5
22300PE,22300PE,SELL,41.7,21.255000000000003,-1800,20250306,1005,32.7,20250306,1010,41.7,SSL,-16200.0
22350PE,22350PE,SELL,49.0,26.0,-1800,20250306,1030,40.0,20250306,1033,49.0,SSL,-16200.0
