strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
23650CE,23650CE,SELL,50.7,27.105000000000004,-1800,20250206,956,41.7,20250206,1033,27.105000000000004,ST,26270.999999999996
23700CE,23700CE,SELL,50.25,26.8125,-1800,20250206,950,41.25,20250206,1000,26.8125,ST,25987.5
23600PE,23600PE,SELL,48.2,25.480000000000004,-1800,20250206,954,39.2,20250206,957,48.2,SSL,-16200.0
