strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
23750CE,23750CE,SELL,50.9,27.235,-1800,20250324,949,41.9,20250324,957,50.9,SSL,-16200.0
23800CE,23800CE,SELL,50.55,27.0075,-1800,20250324,1000,41.55,20250324,1019,50.55,SSL,-16200.0
23250PE,23250PE,SELL,48.5,25.674999999999997,-1800,20250324,950,39.5,20250324,1229,25.674999999999997,ST,24885.000000000004
23300PE,23300PE,SELL,50.6,27.04,-1800,20250324,1002,41.6,20250324,1359,27.04,ST,26208.000000000004
