strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
23600CE,23600CE,SELL,45.75,23.887500000000003,-1800,20250327,1035,36.75,20250327,1050,23.887500000000003,ST,23152.499999999996
23550PE,23550PE,SELL,48.9,25.935,-1800,20250327,953,39.9,20250327,1005,25.935,ST,25137.0
23600PE,23600PE,SELL,47.9,25.284999999999997,-1800,20250327,1004,38.9,20250327,1029,25.284999999999997,ST,24507.000000000004
