strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
23200CE,23200CE,SELL,50.9,27.235,-1800,20250221,949,41.9,20250221,1325,27.235,ST,26397.0
22400PE,22400PE,SELL,49.2,26.130000000000003,-1800,20250221,1020,40.2,20250221,1234,26.130000000000003,ST,25326.0
22500PE,22500PE,SELL,49.9,26.585,-1800,20250221,946,40.9,20250221,1000,49.9,SSL,-16200.0
