strategy,strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,exit_date,exit_time,exit_price,exit_action,MTM
23800CE,23800CE,SELL,48.7,25.805,-1800,20250204,1002,39.7,20250204,1232,48.7,SSL,-16200.0
23100PE,23100PE,SELL,50.9,27.235,-1800,20250204,1044,41.9,20250204,1114,27.235,ST,26397.0
