date,time,open,high,low,close,volume,vwap
20240912,910,0,0,0,76.60000000000001,750.0,76.60000000000001
20240912,915,0,0,0,76.55000000000001,8575.0,76.5540214477212
20240912,916,0,0,0,18.95,27675.0,33.46777027027027
20240912,917,0,0,0,20.05,24725.0,28.093053867962738
20240912,918,0,0,0,20.3,23700.0,25.93097746561311
20240912,919,0,0,0,20.45,34025.0,24.369736291335286
20240912,920,0,0,0,19.65,24975.0,23.553565864635623
20240912,921,0,0,0,18.4,32300.0,22.61164945536851
20240912,922,0,0,0,14.05,28575.0,21.419982951777886
20240912,923,0,0,0,14.05,28500.0,20.52158896492729
20240912,924,0,0,0,14.350000000000001,36850.0,19.681304267504157
20240912,925,0,0,0,15.100000000000001,33475.0,19.17704069050555
20240912,926,0,0,0,14.8,32825.0,18.750638076866004
20240912,927,0,0,0,14.9,30975.0,18.426459196847183
20240912,928,0,0,0,15.3,34425.0,18.158959860817696
20240912,929,0,0,0,16.6,27925.0,18.057782813317065
20240912,930,0,0,0,15.85,32075.0,17.90462041743268
20240912,931,0,0,0,15.5,33175.0,17.743633015488623
20240912,932,0,0,0,23.25,34200.0,18.09913398461466
20240912,933,0,0,0,17.849999999999998,27800.0,18.086711358235057
20240912,934,0,0,0,20.4,22375.0,18.175967839282634
20240912,935,0,0,0,21.3,23975.0,18.29999793003519
20240912,936,0,0,0,21.75,24050.0,18.432135605366884
20240912,937,0,0,0,19.55,24600.0,18.474278763265776
20240912,938,0,0,0,21.299999999999997,26350.0,18.583956914012152
20240912,939,0,0,0,18.05,29750.0,18.56153995413653
20240912,940,0,0,0,21.349999999999998,19650.0,18.636776972984105
20240912,941,0,0,0,17.45,26750.0,18.59473030694348
20240912,942,0,0,0,15.95,31025.0,18.49034412569175
20240912,943,0,0,0,17.1,22075.0,18.452365042536737
20240912,944,0,0,0,15.0,35150.0,18.308461059559455
20240912,945,0,0,0,14.7,35200.0,18.16387205099747
20240912,946,0,0,0,16.05,38700.0,18.07467767874179
20240912,947,0,0,0,17.5,23000.0,18.060619033690536
20240912,948,0,0,0,18.05,17675.0,18.06042308294618
20240912,949,0,0,0,14.35,24075.0,17.969450314433384
20240912,950,0,0,0,15.9,28950.0,17.910184246321258
20240912,951,0,0,0,15.9,31600.0,17.84925058154872
20240912,952,0,0,0,16.3,33825.0,17.800562110935612
20240912,953,0,0,0,17.1,43025.0,17.773633663145198
20240912,954,0,0,0,18.7,30275.0,17.79802974947808
20240912,955,0,0,0,26.700000000000003,25900.0,17.994168438962145
20240912,956,0,0,0,25.049999999999997,29825.0,18.16876050028001
20240912,957,0,0,0,24.2,34100.0,18.334696532666356
20240912,958,0,0,0,23.85,28775.0,18.45983677653367
20240912,959,0,0,0,26.549999999999997,40125.0,18.70795387231766
20240912,1000,0,0,0,29.700000000000003,32625.0,18.975387784779446
20240912,1001,0,0,0,28.6,26300.0,19.16052386176632
20240912,1002,0,0,0,23.2,22725.0,19.226566125290024
