date,time,open,high,low,close,volume,vwap
20240912,910,0,0,0,37.95,700.0,37.95
20240912,915,0,0,0,12.3,8525.0,14.246341463414634
20240912,916,0,0,0,7.55,28075.0,9.206132707774799
20240912,917,0,0,0,7.95,28125.0,8.666144440198702
20240912,918,0,0,0,7.85,34150.0,8.386241526487572
20240912,919,0,0,0,7.85,45275.0,8.218631342768381
20240912,920,0,0,0,7.45,39050.0,8.055417346383905
20240912,921,0,0,0,7.3,37150.0,7.928460755485184
20240912,922,0,0,0,6.35,35725.0,7.70885016064648
20240912,923,0,0,0,6.3,32150.0,7.5520809898762655
20240912,924,0,0,0,6.5,42400.0,7.4174451067682785
20240912,925,0,0,0,7.0,39950.0,7.3725271025520165
20240912,926,0,0,0,7.0,38300.0,7.337691509491546
20240912,927,0,0,0,6.95,42425.0,7.301302544247788
20240912,928,0,0,0,7.0,40425.0,7.2765674975884655
20240912,929,0,0,0,7.7,36550.0,7.305824944468075
20240912,930,0,0,0,7.4,44625.0,7.313151586471409
20240912,931,0,0,0,7.1,51875.0,7.295473440185459
20240912,932,0,0,0,9.0,44525.0,7.408748134328358
20240912,933,0,0,0,7.550000000000001,42225.0,7.417122398118572
20240912,934,0,0,0,8.3,36425.0,7.4600781406531755
20240912,935,0,0,0,8.6,38275.0,7.515522444959812
20240912,936,0,0,0,8.8,37300.0,7.573651005490006
20240912,937,0,0,0,7.6,36875.0,7.574779351991639
20240912,938,0,0,0,8.2,34275.0,7.598712829819908
20240912,939,0,0,0,7.2,36550.0,7.583075354776404
20240912,940,0,0,0,8.05,29025.0,7.597178573286851
20240912,941,0,0,0,7.0,38150.0,7.574375688119307
20240912,942,0,0,0,6.5,38625.0,7.534386518586331
20240912,943,0,0,0,7.199999999999999,40375.0,7.521863695390038
20240912,944,0,0,0,6.75,43025.0,7.492242167465715
20240912,945,0,0,0,6.75,41725.0,7.465609278926775
20240912,946,0,0,0,6.949999999999999,47200.0,7.445497086897236
20240912,947,0,0,0,7.65,32550.0,7.450854056011589
20240912,948,0,0,0,8.05,25925.0,7.463098874677283
20240912,949,0,0,0,6.4,32700.0,7.436383023689216
20240912,950,0,0,0,6.9,38850.0,7.420832789209559
20240912,951,0,0,0,6.75,42300.0,7.400305633420743
20240912,952,0,0,0,6.7,39550.0,7.380827047840076
20240912,953,0,0,0,6.9,48600.0,7.364935992247666
20240912,954,0,0,0,7.35,36525.0,7.364574002189708
20240912,955,0,0,0,9.75,34900.0,7.4185649664386
20240912,956,0,0,0,8.8,37800.0,7.45161971830986
20240912,957,0,0,0,8.9,53400.0,7.498978201634878
20240912,958,0,0,0,8.65,43000.0,7.528506547743341
20240912,959,0,0,0,9.4,51900.0,7.58471470732907
20240912,1000,0,0,0,10.15,47000.0,7.65263865806597
20240912,1001,0,0,0,10.0,36275.0,7.699648737802438
20240912,1002,0,0,0,8.15,34375.0,7.708036246410576
