date,time,open,high,low,close,volume,vwap
20240912,910,0,0,0,55.95,650.0,55.95
20240912,915,0,0,0,17.0,8550.0,19.751902173913045
20240912,916,0,0,0,11.600000000000001,27475.0,13.64492160872529
20240912,917,0,0,0,12.3,24525.0,13.105964052287582
20240912,918,0,0,0,12.45,28800.0,12.896055555555556
20240912,919,0,0,0,12.5,35900.0,12.783121525019856
20240912,920,0,0,0,11.85,30900.0,12.599234693877552
20240912,921,0,0,0,11.25,33425.0,12.36215665659088
20240912,922,0,0,0,9.2,32575.0,11.899826077199283
20240912,923,0,0,0,9.0,31075.0,11.544879369768587
20240912,924,0,0,0,9.2,42425.0,11.209133479581505
20240912,925,0,0,0,9.75,35900.0,11.051448675496689
20240912,926,0,0,0,9.8,27675.0,10.955210142410559
20240912,927,0,0,0,9.75,29950.0,10.862614634772013
20240912,928,0,0,0,9.9,35750.0,10.78175116019503
20240912,929,0,0,0,10.95,33725.0,10.794105160026128
20240912,930,0,0,0,10.45,33475.0,10.770729541880169
20240912,931,0,0,0,10.149999999999999,44975.0,10.71881450488145
20240912,932,0,0,0,13.95,38650.0,10.935478834142955
20240912,933,0,0,0,11.25,35875.0,10.953907557878404
20240912,934,0,0,0,12.75,31825.0,11.04265253842571
20240912,935,0,0,0,13.15,24900.0,11.121087443946188
20240912,936,0,0,0,13.5,29075.0,11.220169752533753
20240912,937,0,0,0,11.85,26175.0,11.242932343803934
20240912,938,0,0,0,12.85,27625.0,11.30197838736492
20240912,939,0,0,0,10.95,33050.0,11.287158008726948
20240912,940,0,0,0,12.6,26325.0,11.329759630200309
20240912,941,0,0,0,10.55,22300.0,11.308898686341552
20240912,942,0,0,0,9.5,36400.0,11.233211678832117
20240912,943,0,0,0,10.4,28650.0,11.206646450033386
20240912,944,0,0,0,9.5,46725.0,11.122291275487266
20240912,945,0,0,0,9.4,45050.0,11.04394799949514
20240912,946,0,0,0,10.05,39625.0,11.00570995145631
20240912,947,0,0,0,11.05,24475.0,11.006737950164775
20240912,948,0,0,0,11.5,20900.0,11.016324537951878
20240912,949,0,0,0,9.3,22025.0,10.981877619828685
20240912,950,0,0,0,9.95,35550.0,10.949499095282228
20240912,951,0,0,0,9.8,37250.0,10.912908049906
20240912,952,0,0,0,9.95,34675.0,10.885196597157382
20240912,953,0,0,0,10.45,44275.0,10.869771444582316
20240912,954,0,0,0,11.1,32525.0,10.87561394269218
20240912,955,0,0,0,15.799999999999999,32825.0,10.99858311144922
20240912,956,0,0,0,14.55,26225.0,11.068049935669134
20240912,957,0,0,0,14.25,43550.0,11.168155713279514
20240912,958,0,0,0,14.0,36025.0,11.239983630218967
20240912,959,0,0,0,15.55,40025.0,11.358113776043004
20240912,1000,0,0,0,17.2,36250.0,11.499615789385764
20240912,1001,0,0,0,16.7,28875.0,11.59805303353109
20240912,1002,0,0,0,13.45,26550.0,11.629734213917526
