date,time,open,high,low,close,volume,vwap
20240912,910,0,0,0,38.9,3150,38.9
20240912,914,0,0,0,14.9,50,38.525
20240912,915,0,0,0,8.85,17700,13.39354066985646
20240912,916,0,0,0,10.05,25525,11.555223478729133
20240912,917,0,0,0,10.149999999999999,42525,10.883417650365374
20240912,918,0,0,0,9.65,30950,10.565033361134278
20240912,919,0,0,0,9.0,46150,10.130066245106896
20240912,920,0,0,0,8.25,36550,9.790893385982232
20240912,921,0,0,0,8.5,36125,9.595549272175097
20240912,922,0,0,0,8.25,35875,9.419760560815732
20240912,923,0,0,0,8.35,36975,9.292810719730403
20240912,924,0,0,0,8.3,34900,9.192806118767589
20240912,925,0,0,0,9.55,44825,9.233724124712497
20240912,926,0,0,0,9.65,44975,9.276637441980402
20240912,927,0,0,0,9.9,38400,9.32706588718597
20240912,928,0,0,0,10.15,31550,9.378354486641316
20240912,929,0,0,0,10.15,39900,9.43473105973907
20240912,930,0,0,0,10.3,46500,9.50262391900443
20240912,931,0,0,0,11.15,38525,9.603178721381605
20240912,932,0,0,0,10.4,39400,9.649998135858624
20240912,933,0,0,0,11.149999999999999,40175,9.734788420275072
20240912,934,0,0,0,10.899999999999999,42350,9.800315373634763
20240912,935,0,0,0,11.3,40825,9.8774341856657
20240912,936,0,0,0,10.5,37400,9.905443281607122
20240912,937,0,0,0,9.899999999999999,39075,9.905198908516445
20240912,938,0,0,0,9.25,35175,9.879748495389542
20240912,939,0,0,0,9.5,43325,9.86240943222237
20240912,940,0,0,0,8.8,50675,9.808547596418387
20240912,941,0,0,0,8.600000000000001,43075,9.758617671741998
20240912,942,0,0,0,8.5,43625,9.708070195627158
20240912,943,0,0,0,9.15,37125,9.689627239345722
20240912,944,0,0,0,9.45,41900,9.681010920169058
20240912,945,0,0,0,9.6,39100,9.678380902957965
20240912,946,0,0,0,9.75,46000,9.681015695291412
20240912,947,0,0,0,10.0,19875,9.686006691596143
20240912,948,0,0,0,10.2,23150,9.69520643265811
20240912,949,0,0,0,8.75,38225,9.66807378203323
20240912,950,0,0,0,9.05,43050,9.648717878771347
20240912,951,0,0,0,9.1,37125,9.634288674033149
20240912,952,0,0,0,8.8,35200,9.613993607463717
20240912,953,0,0,0,9.149999999999999,35850,9.60277590450821
20240912,954,0,0,0,11.5,40500,9.653215774444481
20240912,955,0,0,0,10.850000000000001,42375,9.685605709814942
20240912,956,0,0,0,11.1,48325,9.727952975434466
20240912,957,0,0,0,11.05,41075,9.760762027037233
20240912,958,0,0,0,11.4,39700,9.799159942766952
20240912,959,0,0,0,11.950000000000001,43500,9.852982756389054
20240912,1000,0,0,0,11.600000000000001,38850,9.891173491637009
20240912,1001,0,0,0,10.0,35900,9.89332832342843
20240912,1002,0,0,0,10.1,55800,9.899499030165206
