date,time,open,high,low,close,volume,vwap
20240912,910,0,0,0,56.9,3100,56.9
20240912,914,0,0,0,19.6,75,56.01889763779528
20240912,915,0,0,0,12.9,17100,19.652281134401974
20240912,916,0,0,0,14.4,21925,16.92345971563981
20240912,917,0,0,0,14.75,37175,15.905527559055118
20240912,918,0,0,0,14.299999999999999,21575,15.562394749876177
20240912,919,0,0,0,13.399999999999999,38000,14.971023749550199
20240912,920,0,0,0,12.2,32825,14.44150050938728
20240912,921,0,0,0,11.350000000000001,32975,13.943614163614164
20240912,922,0,0,0,10.95,34800,13.508724692131079
20240912,923,0,0,0,11.05,37000,13.17976857711083
20240912,924,0,0,0,11.05,30850,12.966029603122967
20240912,925,0,0,0,12.350000000000001,34200,12.904354508196722
20240912,926,0,0,0,12.45,32500,12.864882384389201
20240912,927,0,0,0,12.8,33725,12.85951694967204
20240912,928,0,0,0,13.4,28725,12.895080746764403
20240912,929,0,0,0,13.2,28750,12.913921126155168
20240912,930,0,0,0,13.35,39600,12.94812339077045
20240912,931,0,0,0,16.1,32650,13.139563761510557
20240912,932,0,0,0,14.1,33050,13.195193655800912
20240912,933,0,0,0,15.600000000000001,35575,13.336326143440425
20240912,934,0,0,0,15.45,28975,13.432750137762733
20240912,935,0,0,0,16.0,32600,13.558084986896294
20240912,936,0,0,0,14.75,26700,13.603911368709051
20240912,937,0,0,0,14.549999999999999,32425,13.646115219260533
20240912,938,0,0,0,13.0,31675,13.619135192142904
20240912,939,0,0,0,14.049999999999999,40625,13.641037632558575
20240912,940,0,0,0,12.350000000000001,34825,13.58712829736211
20240912,941,0,0,0,11.600000000000001,40850,13.49434188718066
20240912,942,0,0,0,11.7,31900,13.4312158808933
20240912,943,0,0,0,11.899999999999999,40825,13.365245495079545
20240912,944,0,0,0,12.100000000000001,45225,13.307609790491538
20240912,945,0,0,0,12.7,31525,13.288909769848436
20240912,946,0,0,0,13.15,37925,13.283950341256766
20240912,947,0,0,0,13.45,14850,13.28623967133971
20240912,948,0,0,0,13.100000000000001,12475,13.284107335428951
20240912,949,0,0,0,11.8,34925,13.238013561582926
20240912,950,0,0,0,12.100000000000001,38000,13.200813978494624
20240912,951,0,0,0,12.35,32250,13.177847876124712
20240912,952,0,0,0,12.35,30875,13.15699337072922
20240912,953,0,0,0,12.899999999999999,31850,13.15048410505179
20240912,954,0,0,0,17.549999999999997,38425,13.280935064433985
20240912,955,0,0,0,16.6,30800,13.3579888068139
20240912,956,0,0,0,16.45,38475,13.445131576537806
20240912,957,0,0,0,16.4,34100,13.517141019456504
20240912,958,0,0,0,17.55,27825,13.595772020180787
20240912,959,0,0,0,19.0,32750,13.717009453025996
20240912,1000,0,0,0,18.3,31450,13.813660061691142
20240912,1001,0,0,0,15.299999999999999,28075,13.841124640065816
20240912,1002,0,0,0,15.65,42425,13.890261237034192
