date,time,open,high,low,close,volume,vwap
20240912,910,0,0,0,61.45,250,61.45
20240912,914,0,0,0,22.55,150,46.8625
20240912,915,0,0,0,22.700000000000003,13900,23.37587412587413
20240912,916,0,0,0,25.0,18025,24.2815158546017
20240912,917,0,0,0,24.95,25325,24.575173460537727
20240912,918,0,0,0,22.65,16275,24.151335813324316
20240912,919,0,0,0,20.9,27375,23.272704837117473
20240912,920,0,0,0,20.299999999999997,24050,22.702353410450737
20240912,921,0,0,0,23.05,25875,22.76183666721772
20240912,922,0,0,0,22.2,22450,22.689211170289333
20240912,923,0,0,0,22.1,30375,22.60150085763293
20240912,924,0,0,0,22.55,22550,22.596375772285967
20240912,925,0,0,0,27.6,17400,22.953191598360657
20240912,926,0,0,0,28.15,20525,23.35642188829033
20240912,927,0,0,0,28.4,23100,23.76148631029987
20240912,928,0,0,0,27.65,22125,24.039237288135592
20240912,929,0,0,0,28.45,21175,24.321470121628767
20240912,930,0,0,0,29.049999999999997,28475,24.69610809682805
20240912,931,0,0,0,28.85,24600,24.962216796875
20240912,932,0,0,0,28.9,27775,25.227827697164713
20240912,933,0,0,0,29.45,27800,25.494850139339135
20240912,934,0,0,0,27.9,19225,25.595632628596338
20240912,935,0,0,0,29.2,23075,25.768230869001297
20240912,936,0,0,0,27.85,17150,25.83977506136967
20240912,937,0,0,0,24.65,20100,25.7937081627739
20240912,938,0,0,0,24.2,20525,25.733093208561105
20240912,939,0,0,0,23.549999999999997,23925,25.64041609368762
20240912,940,0,0,0,22.950000000000003,18900,25.553118159577664
20240912,941,0,0,0,23.1,24075,25.455749732091338
20240912,942,0,0,0,22.65,22525,25.355285538290346
20240912,943,0,0,0,25.6,34650,25.368060943915026
20240912,944,0,0,0,26.25,35825,25.41322635980273
20240912,945,0,0,0,26.0,26950,25.434993117687544
20240912,946,0,0,0,25.85,24050,25.448291253081074
20240912,947,0,0,0,26.799999999999997,15625,25.475857343296244
20240912,948,0,0,0,28.95,7925,25.511424557550704
20240912,949,0,0,0,22.75,31875,25.402214708892956
20240912,950,0,0,0,23.75,26075,25.3504371732468
20240912,951,0,0,0,23.5,24950,25.29656505250875
20240912,952,0,0,0,22.5,31375,25.197797945687352
20240912,953,0,0,0,22.799999999999997,25625,25.130573030634572
20240912,954,0,0,0,27.45,29925,25.20410519903594
20240912,955,0,0,0,27.05,18425,25.239446407232297
20240912,956,0,0,0,27.9,30550,25.32130753348776
20240912,957,0,0,0,27.75,31775,25.396620879791154
20240912,958,0,0,0,27.5,25425,25.44754785258547
20240912,959,0,0,0,28.2,29250,25.522138323991292
20240912,1000,0,0,0,27.0,22125,25.55182369095985
20240912,1001,0,0,0,24.799999999999997,26375,25.53424214212883
20240912,1002,0,0,0,24.35,24700,25.508862956053967
