strategy,Call_strike,Put_strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,entry_price_call,entry_price_put,entry_price_Index,Call_IV,Call_TV,Put_IV,Put_TV,exit_date,exit_time,exit_price,exit_action,exit_price_call,exit_price_put,exit_price_index,E_Call_IV,E_Call_TV,E_Put_IV,E_Put_TV,Call_IV_MTM,Call_TV_MTM,Put_IV_MTM,Put_TV_MTM,MTM
23950CE_23500PE,23950,23500,SELL,88.25999999999999,0,-75,20250102,924,73.55,43.8,29.75,23771.7,0,43.8,0,29.75,20250102,1049,88.25999999999999,SSL,85.9,9.35,23913.9,0,85.9,0,9.35,0,-3157.5000000000005,0,1530.0,-1103.2499999999995
23950CE_23550PE,23950,23550,SELL,94.91999999999999,0,-75,20250102,930,79.1,40.5,38.6,23763.7,0,40.5,0,38.6,20250102,1049,94.91999999999999,SSL,85.9,13.0,23913.9,0,85.9,0,13.0,0,-3405.0000000000005,0,1920.0,-1186.4999999999995
23950CE_23600PE,23950,23600,SELL,95.52,0,-75,20250102,952,79.6,43.25,36.35,23798.15,0,43.25,0,36.35,20250102,1049,95.52,SSL,85.9,17.8,23913.9,0,85.9,0,17.8,0,-3198.7500000000005,0,1391.25,-1194.0000000000002
24000CE_23500PE,24000,23500,SELL,71.7,0,-150,20250102,926,59.75,32.3,27.45,23780.0,0,32.3,0,27.45,20250102,1049,71.45,Vwap_thershold,62.1,9.35,23913.9,0,62.1,0,9.35,0,-4470.000000000001,0,2715.0,-1755.0000000000005
24000CE_23500PE,24000,23500,SELL,73.2,0,-150,20250102,1154,61.0,53.1,7.9,23921.15,0,53.1,0,7.9,20250102,1225,73.2,SSL,96.85,4.55,23998.95,0,96.85,0,4.55,0,-6562.499999999999,0,502.50000000000006,-1830.0000000000005
24000CE_23550PE,24000,23550,SELL,80.4,0,-75,20250102,930,67.0,28.4,38.6,23763.7,0,28.4,0,38.6,20250102,1050,75.6,Vwap_thershold,63.0,12.6,23920.65,0,63.0,0,12.6,0,-2595.0,0,1950.0,-644.9999999999995
24000CE_23550PE,24000,23550,SELL,76.74000000000001,0,-150,20250102,1154,63.95,53.1,10.85,23921.15,0,53.1,0,10.85,20250102,1225,76.74000000000001,SSL,96.85,6.55,23998.95,0,96.85,0,6.55,0,-6562.499999999999,0,645.0,-1918.500000000001
24000CE_23600PE,24000,23600,SELL,94.43999999999998,0,-75,20250102,930,78.69999999999999,28.4,50.3,23763.7,0,28.4,0,50.3,20250102,1225,94.43999999999998,SSL,96.85,9.25,23998.95,0,96.85,0,9.25,0,-5133.749999999999,0,3078.75,-1180.4999999999995
24000CE_23650PE,24000,23650,SELL,95.52,0,-75,20250102,942,79.6,39.8,39.8,23834.5,0,39.8,0,39.8,20250102,1225,95.52,SSL,96.85,12.65,23998.95,0,96.85,0,12.65,0,-4278.75,0,2036.25,-1194.0000000000002
24050CE_23500PE,24050,23500,SELL,57.3,0,-150,20250102,930,47.75,19.2,28.55,23763.7,0,19.2,0,28.55,20250102,1051,53.3,Vwap_thershold,44.35,8.95,23923.75,0,44.35,0,8.95,0,-3772.5000000000005,0,2940.0,-832.4999999999995
24050CE_23500PE,24050,23500,SELL,54.059999999999995,0,-150,20250102,1153,45.05,37.5,7.55,23926.5,0,37.5,0,7.55,20250102,1225,54.059999999999995,SSL,70.4,4.55,23998.95,0,70.4,0,4.55,0,-4935.000000000001,0,450.0,-1351.4999999999998
24050CE_23550PE,24050,23550,SELL,69.36,0,-150,20250102,930,57.8,19.2,38.6,23763.7,0,19.2,0,38.6,20250102,1225,69.36,SSL,70.4,6.55,23998.95,0,70.4,0,6.55,0,-7680.0,0,4807.500000000001,-1734.0000000000005
24050CE_23600PE,24050,23600,SELL,83.4,0,-75,20250102,930,69.5,19.2,50.3,23763.7,0,19.2,0,50.3,20250102,1225,79.65,Vwap_thershold,70.4,9.25,23998.95,0,70.4,0,9.25,0,-3840.0,0,3078.75,-761.2500000000005
24050CE_23650PE,24050,23650,SELL,91.38000000000001,0,-75,20250102,936,76.15,21.4,54.75,23786.05,0,21.4,0,54.75,20250102,1225,83.05000000000001,Vwap_thershold,70.4,12.65,23998.95,0,70.4,0,12.65,0,-3675.0000000000005,0,3157.5,-517.5000000000005
24050CE_23700PE,24050,23700,SELL,94.02,0,-75,20250102,942,78.35,26.9,51.45,23834.5,0,26.9,0,51.45,20250102,1228,91.3,Vwap_thershold,74.05,17.25,24008.6,0,74.05,0,17.25,0,-3536.25,0,2565.0,-971.2500000000002
24050CE_23750PE,24050,23750,SELL,95.94,0,-75,20250102,1021,79.95,28.1,51.85,23861.85,0,28.1,0,51.85,20250102,1228,95.94,SSL,74.05,22.85,24008.6,0,74.05,0,22.85,0,-3446.2499999999995,0,2175.0,-1199.2499999999995
24050CE_23800PE,24050,23800,SELL,95.76000000000002,0,-75,20250102,1121,79.80000000000001,44.7,35.1,23946.65,0,44.7,0,35.1,20250102,1225,95.76000000000002,SSL,70.4,30.1,23998.95,0,70.4,0,30.1,0,-1927.5000000000002,0,375.0,-1197.0000000000007
