strategy,Call_strike,Put_strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,entry_price_call,entry_price_put,entry_price_Index,Call_IV,Call_TV,Put_IV,Put_TV,exit_date,exit_time,exit_price,exit_action,exit_price_call,exit_price_put,exit_price_index,E_Call_IV,E_Call_TV,E_Put_IV,E_Put_TV,Call_IV_MTM,Call_TV_MTM,Put_IV_MTM,Put_TV_MTM,MTM
24250CE_24050PE,24250,24050,SELL,71.52,0,-150,20241031,937,59.6,51.25,8.35,24237.95,0,51.25,0,8.35,20241031,945,71.52,SSL,68.2,4.3,24284.25,34.25,33.95,0,4.3,-5137.5,2594.9999999999995,0,607.5,-1787.999999999999
24250CE_24100PE,24250,24100,SELL,77.1,0,-150,20241031,937,64.25,51.25,13.0,24237.95,0.0,51.25,0,13.0,20241031,946,77.1,SSL,72.95,6.1,24291.05,41.04999999999927,31.90000000000073,0,6.1,-6157.499999999891,2902.4999999998904,0,1035.0,-1927.499999999999
24250CE_24100PE,24250,24100,SELL,63.18,0,-150,20241031,1018,52.65,44.0,8.65,24252.85,2.849999999998545,41.150000000001455,0,8.65,20241031,1515,0.25,INTRA,0.15,0.1,24218.7,0.0,0.15,0,0.1,427.4999999997817,6150.000000000218,0,1282.5,7860.0
24250CE_24150PE,24250,24150,SELL,86.4,0,-75,20241031,937,72.0,51.25,20.75,24237.95,0,51.25,0,20.75,20241031,1515,0.25,INTRA,0.15,0.1,24218.7,0.0,0.15,0,0.1,0.0,3832.5,0,1548.75,5381.25
24250CE_24200PE,24250,24200,SELL,95.4,0,-75,20241031,943,79.5,54.55,24.95,24251.8,1.7999999999992724,52.750000000000725,0,24.95,20241031,1515,0.4,INTRA,0.15,0.25,24218.7,0.0,0.15,0,0.25,134.99999999994543,3945.0000000000546,0,1852.5,5932.5
24250CE_24250PE,24250,24250,SELL,91.61999999999999,0,-75,20241031,1017,76.35,49.0,27.35,24261.8,11.799999999999272,37.20000000000073,0,27.35,20241031,1515,41.25,INTRA,0.15,41.1,24218.7,0.0,0.15,31.299999999999272,9.800000000000729,884.9999999999454,2778.7500000000546,-2347.4999999999454,1316.2499999999454,2632.4999999999995
24300CE_24050PE,24300,24050,SELL,72.06,0,-150,20241031,926,60.050000000000004,52.6,7.45,24283.2,0,52.6,0,7.45,20241031,1515,0.25,INTRA,0.15,0.1,24218.7,0.0,0.15,0,0.1,0.0,7867.5,0,1102.5,8970.0
24300CE_24100PE,24300,24100,SELL,76.25999999999999,0,-150,20241031,926,63.55,52.6,10.95,24283.2,0,52.6,0,10.95,20241031,1515,0.25,INTRA,0.15,0.1,24218.7,0.0,0.15,0,0.1,0.0,7867.5,0,1627.5,9495.0
24300CE_24150PE,24300,24150,SELL,82.74000000000001,0,-75,20241031,926,68.95,52.6,16.35,24283.2,0,52.6,0,16.35,20241031,1515,0.25,INTRA,0.15,0.1,24218.7,0.0,0.15,0,0.1,0.0,3933.75,0,1218.75,5152.5
24300CE_24200PE,24300,24200,SELL,92.88000000000001,0,-75,20241031,926,77.4,52.6,24.8,24283.2,0,52.6,0,24.8,20241031,1515,0.4,INTRA,0.15,0.25,24218.7,0.0,0.15,0,0.25,0.0,3933.75,0,1841.25,5775.0
24300CE_24250PE,24300,24250,SELL,93.18,0,-75,20241031,931,77.65,34.65,43.0,24260.55,0,34.65,0,43.0,20241031,1243,65.25,Vwap_thershold,5.05,60.2,24199.8,0.0,5.05,50.20000000000073,9.999999999999275,0.0,2220.0,-3765.0000000000546,2475.0000000000546,930.0000000000005
24300CE_24300PE,24300,24300,SELL,93.96,0,-75,20241031,957,78.3,31.25,47.05,24279.45,0,31.25,20.549999999999272,26.500000000000725,20241031,1220,93.96,SSL,6.4,88.2,24223.3,0.0,6.4,76.70000000000073,11.499999999999275,0.0,1863.75,-4211.250000000109,1125.0000000001087,-1174.4999999999998
24350CE_24050PE,24350,24050,SELL,67.68,0,-150,20241031,921,56.400000000000006,48.1,8.3,24299.8,0,48.1,0,8.3,20241031,1515,0.25,INTRA,0.15,0.1,24218.7,0.0,0.15,0,0.1,0.0,7192.5,0,1230.0000000000002,8422.5
24350CE_24100PE,24350,24100,SELL,73.14,0,-150,20241031,921,60.95,48.1,12.85,24299.8,0,48.1,0,12.85,20241031,1515,0.25,INTRA,0.15,0.1,24218.7,0.0,0.15,0,0.1,0.0,7192.5,0,1912.5,9105.0
24350CE_24150PE,24350,24150,SELL,81.0,0,-75,20241031,921,67.5,48.1,19.4,24299.8,0,48.1,0,19.4,20241031,1515,0.25,INTRA,0.15,0.1,24218.7,0.0,0.15,0,0.1,0.0,3596.25,0,1447.4999999999998,5043.75
24350CE_24200PE,24350,24200,SELL,92.82,0,-75,20241031,921,77.35,48.1,29.25,24299.8,0,48.1,0,29.25,20241031,1515,0.4,INTRA,0.15,0.25,24218.7,0.0,0.15,0,0.25,0.0,3596.25,0,2175.0,5771.249999999999
24350CE_24250PE,24350,24250,SELL,93.84,0,-75,20241031,925,78.2,37.35,40.85,24289.15,0,37.35,0,40.85,20241031,1240,54.85,Vwap_thershold,3.65,51.2,24213.95,0.0,3.65,36.04999999999927,15.15000000000073,0.0,2527.5,-2703.7499999999454,1927.4999999999454,1751.25
24350CE_24300PE,24350,24300,SELL,83.94,0,-75,20241031,945,69.95,23.8,46.15,24284.25,0,23.8,15.75,30.4,20241031,1140,83.94,SSL,5.8,78.45,24236.25,0.0,5.8,63.75,14.700000000000003,0.0,1350.0,-3600.0,1177.4999999999998,-1049.2499999999995
24400CE_24050PE,24400,24050,SELL,48.78000000000001,0,-150,20241031,921,40.650000000000006,32.35,8.3,24299.8,0,32.35,0,8.3,20241031,1515,0.2,INTRA,0.1,0.1,24218.7,0.0,0.1,0,0.1,0.0,4837.5,0,1230.0000000000002,6067.5
