strategy,Call_strike,Put_strike,entry_action,SL,TP,qty,entry_date,entry_time,entry_price,entry_price_call,entry_price_put,entry_price_Index,Call_IV,Call_TV,Put_IV,Put_TV,exit_date,exit_time,exit_price,exit_action,exit_price_call,exit_price_put,exit_price_index,E_Call_IV,E_Call_TV,E_Put_IV,E_Put_TV,Call_IV_MTM,Call_TV_MTM,Put_IV_MTM,Put_TV_MTM,MTM
25000CE_24800PE,25000,24800,SELL,74.88,0,-150,20241010,946,62.4,53.4,9.0,25008.15,8.150000000001455,45.24999999999854,0,9.0,20241010,956,74.88,SSL,73.75,3.9,25057.7,57.70000000000073,16.049999999999272,0,3.9,-7432.499999999891,4379.999999999891,0,765.0,-1871.9999999999995
25000CE_24850PE,25000,24850,SELL,80.16,0,-75,20241010,946,66.8,53.4,13.4,25008.15,8.150000000001455,45.24999999999854,0,13.4,20241010,957,80.16,SSL,86.35,5.5,25074.3,74.29999999999927,12.050000000000722,0,5.5,-4961.249999999836,2489.9999999998367,0,592.5,-1002.0
25000CE_24850PE,25000,24850,SELL,73.44,0,-150,20241010,1111,61.2,53.7,7.5,25036.65,36.650000000001455,17.049999999998548,0,7.5,20241010,1515,0.44999999999999996,INTRA,0.3,0.15,24980.8,0.0,0.3,0,0.15,5497.500000000218,2512.499999999782,0,1102.5,9112.5
25000CE_24900PE,25000,24900,SELL,90.11999999999999,0,-75,20241010,946,75.1,53.4,21.7,25008.15,8.150000000001455,45.24999999999854,0,21.7,20241010,957,90.11999999999999,SSL,86.35,8.55,25074.3,74.29999999999927,12.050000000000722,0,8.55,-4961.249999999836,2489.9999999998367,0,986.2499999999999,-1126.4999999999998
25000CE_24900PE,25000,24900,SELL,78.6,0,-150,20241010,1111,65.5,53.7,11.8,25036.65,36.650000000001455,17.049999999998548,0,11.8,20241010,1515,0.4,INTRA,0.3,0.1,24980.8,0.0,0.3,0,0.1,5497.500000000218,2512.499999999782,0,1755.0000000000002,9765.0
25000CE_24950PE,25000,24950,SELL,95.82,0,-75,20241010,953,79.85,45.95,33.9,25000.35,0.3499999999985448,45.60000000000146,0,33.9,20241010,957,95.82,SSL,86.35,14.75,25074.3,74.29999999999927,12.050000000000722,0,14.75,-5546.250000000055,2516.250000000055,0,1436.25,-1197.75
25000CE_24950PE,25000,24950,SELL,87.84,0,-75,20241010,1111,73.2,53.7,19.5,25036.65,36.650000000001455,17.049999999998548,0,19.5,20241010,1515,0.44999999999999996,INTRA,0.3,0.15,24980.8,0.0,0.3,0,0.15,2748.750000000109,1256.249999999891,0,1451.25,5456.25
25000CE_25000PE,25000,25000,SELL,94.86000000000001,0,-75,20241010,1113,79.05000000000001,44.45,34.6,25026.5,26.5,17.950000000000003,0,34.6,20241010,1515,7.1,INTRA,0.3,6.8,24980.8,0.0,0.3,19.200000000000728,-12.400000000000727,1987.5,1323.7500000000002,-1440.0000000000546,3525.0000000000546,5396.250000000001
25000CE_25050PE,25000,25050,SELL,95.88000000000001,0,-75,20241010,1231,79.9,34.9,45.0,25039.05,39.04999999999927,-4.149999999999274,10.950000000000728,34.04999999999927,20241010,1515,57.05,INTRA,0.3,56.75,24980.8,0.0,0.3,69.20000000000073,-12.450000000000728,2928.7499999999454,-333.74999999994554,-4368.75,3487.5,1713.7500000000007
25050CE_24800PE,25050,24800,SELL,74.75999999999999,0,-150,20241010,931,62.3,53.1,9.2,25042.2,0.0,53.1,0,9.2,20241010,1005,74.75999999999999,SSL,92.35,3.0,25111.2,61.20000000000073,31.149999999999267,0,3.0,-9180.00000000011,3292.50000000011,0,929.9999999999999,-1868.999999999999
25050CE_24850PE,25050,24850,SELL,79.91999999999999,0,-75,20241010,931,66.6,53.1,13.5,25042.2,0.0,53.1,0,13.5,20241010,1005,79.91999999999999,SSL,92.35,4.05,25111.2,61.20000000000073,31.149999999999267,0,4.05,-4590.000000000055,1646.250000000055,0,708.75,-998.9999999999995
25050CE_24850PE,25050,24850,SELL,54.78,0,-150,20241010,1040,45.65,38.4,7.25,25043.75,0.0,38.4,0,7.25,20241010,1515,0.3,INTRA,0.15,0.15,24980.8,0.0,0.15,0,0.15,0.0,5737.5,0,1065.0,6802.5
25050CE_24900PE,25050,24900,SELL,88.38000000000001,0,-75,20241010,931,73.65,53.1,20.55,25042.2,0.0,53.1,0,20.55,20241010,1005,88.38000000000001,SSL,92.35,5.95,25111.2,61.20000000000073,31.149999999999267,0,5.95,-4590.000000000055,1646.250000000055,0,1095.0,-1104.7500000000002
25050CE_24900PE,25050,24900,SELL,63.24,0,-150,20241010,1037,52.7,44.65,8.05,25061.35,11.349999999998545,33.300000000001454,0,8.05,20241010,1515,0.25,INTRA,0.15,0.1,24980.8,0.0,0.15,0,0.1,1702.4999999997817,4972.500000000218,0,1192.5000000000002,7867.5
25050CE_24950PE,25050,24950,SELL,95.7,0,-75,20241010,939,79.75,45.0,34.75,25021.95,0.0,45.0,0,34.75,20241010,1005,95.7,SSL,92.35,9.7,25111.2,61.20000000000073,31.149999999999267,0,9.7,-4590.000000000055,1038.750000000055,0,1878.75,-1196.2500000000002
25050CE_24950PE,25050,24950,SELL,69.6,0,-150,20241010,1037,58.0,44.65,13.35,25061.35,11.349999999998545,33.300000000001454,0,13.35,20241010,1515,0.3,INTRA,0.15,0.15,24980.8,0.0,0.15,0,0.15,1702.4999999997817,4972.500000000218,0,1980.0,8655.0
25050CE_25000PE,25050,25000,SELL,94.08000000000001,0,-75,20241010,956,78.4,49.25,29.15,25057.7,7.700000000000728,41.54999999999927,0,29.15,20241010,959,94.08000000000001,SSL,67.55,27.85,25080.65,30.650000000001455,36.89999999999854,0.0,27.85,-1721.2500000000546,348.7500000000548,0.0,97.49999999999979,-1176.0000000000005
25050CE_25000PE,25050,25000,SELL,82.14,0,-75,20241010,1037,68.45,44.65,23.8,25061.35,11.349999999998545,33.300000000001454,0,23.8,20241010,1515,6.95,INTRA,0.15,6.8,24980.8,0.0,0.15,19.200000000000728,-12.400000000000727,851.2499999998909,2486.250000000109,-1440.0000000000546,2715.0000000000546,4612.5
25050CE_25050PE,25050,25050,SELL,95.7,0,-75,20241010,1057,79.75,44.15,35.6,25071.8,21.799999999999272,22.350000000000726,0.0,35.6,20241010,1119,95.7,SSL,20.55,75.55,25012.9,0.0,20.55,37.099999999998545,38.45000000000145,1634.9999999999454,135.0000000000544,-2782.499999999891,-213.75000000010883,-1196.2500000000002
25050CE_25050PE,25050,25050,SELL,94.86,0,-75,20241010,1155,79.05,24.55,54.5,25038.3,0.0,24.55,11.700000000000728,42.79999999999927,20241010,1515,56.9,INTRA,0.15,56.75,24980.8,0.0,0.15,69.20000000000073,-12.450000000000728,0.0,1830.0000000000002,-4312.5,4143.75,1661.25
25100CE_24800PE,25100,24800,SELL,78.0,0,-150,20241010,921,65.0,51.8,13.2,25040.8,0.0,51.8,0,13.2,20241010,1005,68.45,Vwap_thershold,65.45,3.0,25111.2,11.200000000000728,54.249999999999275,0,3.0,-1680.0000000001091,-367.4999999998917,0,1530.0,-517.5000000000005
25100CE_24850PE,25100,24850,SELL,86.03999999999999,0,-75,20241010,921,71.69999999999999,51.8,19.9,25040.8,0.0,51.8,0,19.9,20241010,1005,69.5,Vwap_thershold,65.45,4.05,25111.2,11.200000000000728,54.249999999999275,0,4.05,-840.0000000000546,-183.74999999994586,0,1188.7499999999998,164.99999999999915
25100CE_24850PE,25100,24850,SELL,39.36,0,-225,20241010,1040,32.8,25.55,7.25,25043.75,0.0,25.55,0,7.25,20241010,1515,0.3,INTRA,0.15,0.15,24980.8,0.0,0.15,0,0.15,0.0,5715.000000000001,0,1597.5,7312.5
25100CE_24900PE,25100,24900,SELL,94.98,0,-75,20241010,922,79.15,47.8,31.35,25032.05,0.0,47.8,0,31.35,20241010,1515,0.25,INTRA,0.15,0.1,24980.8,0.0,0.15,0,0.1,0.0,3573.75,0,2343.75,5917.5
25100CE_24950PE,25100,24950,SELL,90.24000000000001,0,-75,20241010,929,75.2,45.4,29.8,25048.6,0.0,45.4,0,29.8,20241010,1515,0.3,INTRA,0.15,0.15,24980.8,0.0,0.15,0,0.15,0.0,3393.75,0,2223.75,5617.5
25100CE_25000PE,25100,25000,SELL,95.75999999999999,0,-75,20241010,943,79.8,30.2,49.6,25025.5,0.0,30.2,0,49.6,20241010,1515,6.95,INTRA,0.15,6.8,24980.8,0.0,0.15,19.200000000000728,-12.400000000000727,0.0,2253.75,-1440.0000000000546,4650.000000000055,5463.75
25100CE_25050PE,25100,25050,SELL,95.52,0,-75,20241010,1019,79.6,49.05,30.55,25104.2,4.200000000000728,44.84999999999927,0.0,30.55,20241010,1140,95.52,SSL,11.85,85.6,24998.7,0.0,11.85,51.29999999999927,34.30000000000072,315.00000000005457,2474.999999999945,-3847.4999999999454,-281.2500000000541,-1194.0000000000002
25100CE_25050PE,25100,25050,SELL,85.38000000000001,0,-75,20241010,1155,71.15,16.65,54.5,25038.3,0.0,16.65,11.700000000000728,42.79999999999927,20241010,1515,56.9,INTRA,0.15,56.75,24980.8,0.0,0.15,69.20000000000073,-12.450000000000728,0.0,1237.5,-4312.5,4143.75,1068.7500000000005
25150CE_24800PE,25150,24800,SELL,61.61999999999999,0,-150,20241010,921,51.349999999999994,38.15,13.2,25040.8,0.0,38.15,0,13.2,20241010,1005,50.55,Vwap_thershold,47.55,3.0,25111.2,0.0,47.55,0,3.0,0.0,-1409.9999999999998,0,1530.0,119.99999999999957
25150CE_24850PE,25150,24850,SELL,69.66,0,-150,20241010,921,58.05,38.15,19.9,25040.8,0.0,38.15,0,19.9,20241010,1005,51.599999999999994,Vwap_thershold,47.55,4.05,25111.2,0.0,47.55,0,4.05,0.0,-1409.9999999999998,0,2377.4999999999995,967.5000000000005
25150CE_24850PE,25150,24850,SELL,29.34,0,-225,20241010,1040,24.45,17.2,7.25,25043.75,0.0,17.2,0,7.25,20241010,1515,0.3,INTRA,0.15,0.15,24980.8,0.0,0.15,0,0.15,0.0,3836.25,0,1597.5,5433.75
25150CE_24900PE,25150,24900,SELL,79.08000000000001,0,-75,20241010,922,65.9,34.55,31.35,25032.05,0.0,34.55,0,31.35,20241010,1515,0.25,INTRA,0.15,0.1,24980.8,0.0,0.15,0,0.1,0.0,2580.0,0,2343.75,4923.75
25150CE_24950PE,25150,24950,SELL,92.04,0,-75,20241010,924,76.7,36.95,39.75,25049.8,0.0,36.95,0,39.75,20241010,1515,0.3,INTRA,0.15,0.15,24980.8,0.0,0.15,0,0.15,0.0,2760.0000000000005,0,2970.0,5730.0
25150CE_25000PE,25150,25000,SELL,95.22,0,-75,20241010,929,79.35,32.15,47.2,25048.6,0.0,32.15,0,47.2,20241010,1515,6.95,INTRA,0.15,6.8,24980.8,0.0,0.15,19.200000000000728,-12.400000000000727,0.0,2400.0,-1440.0000000000546,4470.000000000055,5429.999999999999
25150CE_25050PE,25150,25050,SELL,93.6,0,-75,20241010,1002,78.0,27.9,50.1,25068.3,0.0,27.9,0,50.1,20241010,1515,56.9,INTRA,0.15,56.75,24980.8,0.0,0.15,69.20000000000073,-12.450000000000728,0.0,2081.25,-5190.000000000055,4691.250000000055,1582.5
25200CE_24800PE,25200,24800,SELL,47.28,0,-150,20241010,921,39.4,26.2,13.2,25040.8,0.0,26.2,0,13.2,20241010,1515,0.2,INTRA,0.15,0.05,24980.8,0.0,0.15,0,0.05,0.0,3907.5,0,1972.4999999999998,5879.999999999999
25200CE_24850PE,25200,24850,SELL,55.31999999999999,0,-150,20241010,921,46.099999999999994,26.2,19.9,25040.8,0.0,26.2,0,19.9,20241010,1515,0.3,INTRA,0.15,0.15,24980.8,0.0,0.15,0,0.15,0.0,3907.5,0,2962.5,6870.0
25200CE_24900PE,25200,24900,SELL,62.76,0,-150,20241010,924,52.3,25.9,26.4,25049.8,0.0,25.9,0,26.4,20241010,1515,0.25,INTRA,0.15,0.1,24980.8,0.0,0.15,0,0.1,0.0,3862.5,0,3944.9999999999995,7807.5
25200CE_24950PE,25200,24950,SELL,78.78,0,-150,20241010,924,65.65,25.9,39.75,25049.8,0.0,25.9,0,39.75,20241010,1515,0.3,INTRA,0.15,0.15,24980.8,0.0,0.15,0,0.15,0.0,3862.5,0,5940.0,9802.500000000002
25200CE_25000PE,25200,25000,SELL,83.7,0,-75,20241010,929,69.75,22.55,47.2,25048.6,0.0,22.55,0,47.2,20241010,1515,6.95,INTRA,0.15,6.8,24980.8,0.0,0.15,19.200000000000728,-12.400000000000727,0.0,1680.0000000000002,-1440.0000000000546,4470.000000000055,4710.0
25200CE_25050PE,25200,25050,SELL,88.08000000000001,0,-75,20241010,957,73.4,22.4,51.0,25074.3,0.0,22.4,0.0,51.0,20241010,1138,87.55,Vwap_thershold,5.45,82.1,25002.25,0.0,5.45,47.75,34.349999999999994,0.0,1271.25,-3581.25,1248.7500000000005,-1061.2499999999993
25200CE_25050PE,25200,25050,SELL,74.04,0,-150,20241010,1155,61.7,7.2,54.5,25038.3,0.0,7.2,11.700000000000728,42.79999999999927,20241010,1515,56.9,INTRA,0.15,56.75,24980.8,0.0,0.15,69.20000000000073,-12.450000000000728,0.0,1057.5,-8625.0,8287.5,720.0000000000007
25200CE_25100PE,25200,25100,SELL,95.22,0,-75,20241010,1015,79.35,32.7,46.65,25132.1,0.0,32.7,0,46.65,20241010,1040,95.22,SSL,11.35,94.25,25043.75,0.0,11.35,56.25,38.0,0.0,1601.25,-4218.75,648.7499999999999,-1190.2500000000005
25250CE_24800PE,25250,24800,SELL,36.9,0,-225,20241010,922,30.75,17.05,13.7,25032.05,0.0,17.05,0,13.7,20241010,1515,0.15000000000000002,INTRA,0.1,0.05,24980.8,0.0,0.1,0,0.05,0.0,3813.75,0,3071.2499999999995,6885.0
25250CE_24850PE,25250,24850,SELL,43.019999999999996,0,-150,20241010,924,35.849999999999994,17.7,18.15,25049.8,0.0,17.7,0,18.15,20241010,1515,0.25,INTRA,0.1,0.15,24980.8,0.0,0.1,0,0.15,0.0,2639.9999999999995,0,2700.0,5339.999999999999
25250CE_24900PE,25250,24900,SELL,52.919999999999995,0,-150,20241010,924,44.099999999999994,17.7,26.4,25049.8,0.0,17.7,0,26.4,20241010,1515,0.2,INTRA,0.1,0.1,24980.8,0.0,0.1,0,0.1,0.0,2639.9999999999995,0,3944.9999999999995,6584.999999999999
25250CE_24950PE,25250,24950,SELL,68.94,0,-150,20241010,924,57.45,17.7,39.75,25049.8,0.0,17.7,0,39.75,20241010,1515,0.25,INTRA,0.1,0.15,24980.8,0.0,0.1,0,0.15,0.0,2639.9999999999995,0,5940.0,8580.0
25250CE_25000PE,25250,25000,SELL,74.88000000000001,0,-150,20241010,929,62.400000000000006,15.2,47.2,25048.6,0.0,15.2,0,47.2,20241010,1515,6.8999999999999995,INTRA,0.1,6.8,24980.8,0.0,0.1,19.200000000000728,-12.400000000000727,0.0,2265.0,-2880.000000000109,8940.00000000011,8325.000000000002
25250CE_25050PE,25250,25050,SELL,79.5,0,-75,20241010,957,66.25,15.25,51.0,25074.3,0.0,15.25,0,51.0,20241010,1119,79.5,SSL,3.95,75.55,25012.9,0.0,3.95,37.099999999998545,38.45000000000145,0.0,847.5,-2782.499999999891,941.2499999998911,-993.75
25250CE_25100PE,25250,25100,SELL,89.94,0,-75,20241010,1006,74.95,20.85,54.1,25114.35,0.0,20.85,0,54.1,20241010,1039,89.94,SSL,7.6,82.5,25055.7,0.0,7.6,44.29999999999927,38.20000000000073,0.0,993.7500000000001,-3322.4999999999454,1192.4999999999454,-1124.2499999999995
25300CE_24800PE,25300,24800,SELL,28.68,0,-225,20241010,924,23.9,11.65,12.25,25049.8,0.0,11.65,0,12.25,20241010,1515,0.15000000000000002,INTRA,0.1,0.05,24980.8,0.0,0.1,0,0.05,0.0,2598.75,0,2745.0,5343.75
25300CE_24850PE,25300,24850,SELL,35.76,0,-225,20241010,924,29.799999999999997,11.65,18.15,25049.8,0.0,11.65,0,18.15,20241010,1515,0.25,INTRA,0.1,0.15,24980.8,0.0,0.1,0,0.15,0.0,2598.75,0,4050.0,6648.749999999999
25300CE_24900PE,25300,24900,SELL,45.66,0,-150,20241010,924,38.05,11.65,26.4,25049.8,0.0,11.65,0,26.4,20241010,1515,0.2,INTRA,0.1,0.1,24980.8,0.0,0.1,0,0.1,0.0,1732.5,0,3944.9999999999995,5677.499999999999
25300CE_24950PE,25300,24950,SELL,61.68,0,-150,20241010,924,51.4,11.65,39.75,25049.8,0.0,11.65,0,39.75,20241010,1515,0.25,INTRA,0.1,0.15,24980.8,0.0,0.1,0,0.15,0.0,1732.5,0,5940.0,7672.5
25300CE_25000PE,25300,25000,SELL,68.76,0,-150,20241010,929,57.300000000000004,10.1,47.2,25048.6,0.0,10.1,0,47.2,20241010,1515,6.8999999999999995,INTRA,0.1,6.8,24980.8,0.0,0.1,19.200000000000728,-12.400000000000727,0.0,1500.0,-2880.000000000109,8940.00000000011,7560.000000000001
25300CE_25050PE,25300,25050,SELL,73.25999999999999,0,-150,20241010,957,61.05,10.05,51.0,25074.3,0.0,10.05,0,51.0,20241010,1118,73.25999999999999,SSL,2.85,72.1,25017.7,0.0,2.85,32.29999999999927,39.80000000000072,0.0,1080.0000000000002,-4844.999999999891,1679.9999999998918,-1831.499999999999
25300CE_25100PE,25300,25100,SELL,81.06,0,-75,20241010,1006,67.55,13.45,54.1,25114.35,0.0,13.45,0,54.1,20241010,1037,81.06,SSL,5.8,80.5,25061.35,0.0,5.8,38.650000000001455,41.849999999998545,0.0,573.75,-2898.750000000109,918.7500000001093,-1013.2500000000003
25350CE_24800PE,25350,24800,SELL,23.58,0,-300,20241010,924,19.65,7.4,12.25,25049.8,0.0,7.4,0,12.25,20241010,1515,0.1,INTRA,0.05,0.05,24980.8,0.0,0.05,0,0.05,0.0,2205.0,0,3660.0,5864.999999999999
25350CE_24850PE,25350,24850,SELL,30.659999999999997,0,-225,20241010,924,25.549999999999997,7.4,18.15,25049.8,0.0,7.4,0,18.15,20241010,1515,0.2,INTRA,0.05,0.15,24980.8,0.0,0.05,0,0.15,0.0,1653.7500000000002,0,4050.0,5703.749999999999
25350CE_24900PE,25350,24900,SELL,40.559999999999995,0,-150,20241010,924,33.8,7.4,26.4,25049.8,0.0,7.4,0,26.4,20241010,1515,0.15000000000000002,INTRA,0.05,0.1,24980.8,0.0,0.05,0,0.1,0.0,1102.5,0,3944.9999999999995,5047.5
25350CE_24950PE,25350,24950,SELL,56.58,0,-150,20241010,924,47.15,7.4,39.75,25049.8,0.0,7.4,0,39.75,20241010,1515,0.2,INTRA,0.05,0.15,24980.8,0.0,0.05,0,0.15,0.0,1102.5,0,5940.0,7042.499999999999
